1; matematica; Domanda 1; A; B; C; D; 1
3; inglese; Domanda 579; A; B; C; D; 3
3; inglese; Domanda 580; A; B; C; D; 4
3; inglese; Domanda 581; A; B; C; D; 1
3; inglese; Domanda 582; A; B; C; D; 2
3; inglese; Domanda 583; A; B; C; D; 3
3; inglese; Domanda 584; A; B; C; D; 4
3; inglese; Domanda 585; A; B; C; D; 1
3; inglese; Domanda 586; A; B; C; D; 2
3; inglese; Domanda 587; A; B; C; D; 3
3; inglese; Domanda 588; A; B; C; D; 4
3; inglese; Domanda 589; A; B; C; D; 1
3; inglese; Domanda 590; A; B; C; D; 2
3; inglese; Domanda 591; A; B; C; D; 3
3; inglese; Domanda 592; A; B; C; D; 4
3; inglese; Domanda 593; A; B; C; D; 1
3; inglese; Domanda 594; A; B; C; D; 2
3; inglese; Domanda 595; A; B; C; D; 3
3; inglese; Domanda 596; A; B; C; D; 4
3; inglese; Domanda 597; A; B; C; D; 1
3; inglese; Domanda 598; A; B; C; D; 2
3; inglese; Domanda 599; A; B; C; D; 3
3; inglese; Domanda 600; A; B; C; D; 4
3; inglese; Domanda 601; A; B; C; D; 1
3; inglese; Domanda 602; A; B; C; D; 2
3; inglese; Domanda 603; A; B; C; D; 3
3; inglese; Domanda 604; A; B; C; D; 4
3; inglese; Domanda 605; A; B; C; D; 1
3; inglese; Domanda 606; A; B; C; D; 2
3; inglese; Domanda 607; A; B; C; D; 3
3; inglese; Domanda 608; A; B; C; D; 4
3; inglese; Domanda 609; A; B; C; D; 1
3; inglese; Domanda 610; A; B; C; D; 2
3; inglese; Domanda 611; A; B; C; D; 3
3; inglese; Domanda 612; A; B; C; D; 4
3; inglese; Domanda 613; A; B; C; D; 1
3; inglese; Domanda 614; A; B; C; D; 2
3; inglese; Domanda 615; A; B; C; D; 3
3; inglese; Domanda 616; A; B; C; D; 4
3; inglese; Domanda 617; A; B; C; D; 1
3; inglese; Domanda 618; A; B; C; D; 2
3; inglese; Domanda 619; A; B; C; D; 3
3; inglese; Domanda 620; A; B; C; D; 4
3; inglese; Domanda 621; A; B; C; D; 1
3; inglese; Domanda 622; A; B; C; D; 2
3; inglese; Domanda 623; A; B; C; D; 3
3; inglese; Domanda 624; A; B; C; D; 4
3; inglese; Domanda 625; A; B; C; D; 1
3; inglese; Domanda 626; A; B; C; D; 2
3; inglese; Domanda 627; A; B; C; D; 3
3; inglese; Domanda 628; A; B; C; D; 4
3; inglese; Domanda 629; A; B; C; D; 1
3; inglese; Domanda 630; A; B; C; D; 2
3; inglese; Domanda 631; A; B; C; D; 3
3; inglese; Domanda 632; A; B; C; D; 4
3; inglese; Domanda 633; A; B; C; D; 1
3; inglese; Domanda 634; A; B; C; D; 2
3; inglese; Domanda 635; A; B; C; D; 3
3; inglese; Domanda 636; A; B; C; D; 4
3; inglese; Domanda 637; A; B; C; D; 1
3; inglese; Domanda 638; A; B; C; D; 2
3; inglese; Domanda 639; A; B; C; D; 3
3; inglese; Domanda 640; A; B; C; D; 4
3; inglese; Domanda 641; A; B; C; D; 1
3; inglese; Domanda 642; A; B; C; D; 2
3; inglese; Domanda 643; A; B; C; D; 3
3; inglese; Domanda 644; A; B; C; D; 4
3; inglese; Domanda 645; A; B; C; D; 1
3; inglese; Domanda 646; A; B; C; D; 2
3; inglese; Domanda 647; A; B; C; D; 3
3; inglese; Domanda 648; A; B; C; D; 4
3; inglese; Domanda 649; A; B; C; D; 1
3; inglese; Domanda 650; A; B; C; D; 2
3; inglese; Domanda 651; A; B; C; D; 3
3; inglese; Domanda 652; A; B; C; D; 4
3; inglese; Domanda 653; A; B; C; D; 1
3; inglese; Domanda 654; A; B; C; D; 2
3; inglese; Domanda 655; A; B; C; D; 3
3; inglese; Domanda 656; A; B; C; D; 4
3; inglese; Domanda 657; A; B; C; D; 1
3; inglese; Domanda 658; A; B; C; D; 2
3; inglese; Domanda 659; A; B; C; D; 3
3; inglese; Domanda 660; A; B; C; D; 4
3; inglese; Domanda 661; A; B; C; D; 1
3; inglese; Domanda 662; A; B; C; D; 2
3; inglese; Domanda 663; A; B; C; D; 3
3; inglese; Domanda 664; A; B; C; D; 4
3; inglese; Domanda 665; A; B; C; D; 1
3; inglese; Domanda 666; A; B; C; D; 2
3; inglese; Domanda 667; A; B; C; D; 3
3; inglese; Domanda 668; A; B; C; D; 4
3; inglese; Domanda 669; A; B; C; D; 1
3; inglese; Domanda 670; A; B; C; D; 2
3; inglese; Domanda 671; A; B; C; D; 3
3; inglese; Domanda 672; A; B; C; D; 4
3; inglese; Domanda 673; A; B; C; D; 1
3; inglese; Domanda 674; A; B; C; D; 2
3; inglese; Domanda 675; A; B; C; D; 3
3; inglese; Domanda 676; A; B; C; D; 4
3; inglese; Domanda 677; A; B; C; D; 1
3; inglese; Domanda 678; A; B; C; D; 2
3; inglese; Domanda 679; A; B; C; D; 3
3; inglese; Domanda 680; A; B; C; D; 4
3; inglese; Domanda 681; A; B; C; D; 1
3; inglese; Domanda 682; A; B; C; D; 2
3; inglese; Domanda 683; A; B; C; D; 3
3; inglese; Domanda 684; A; B; C; D; 4
3; inglese; Domanda 685; A; B; C; D; 1
3; inglese; Domanda 686; A; B; C; D; 2
3; inglese; Domanda 687; A; B; C; D; 3
3; inglese; Domanda 688; A; B; C; D; 4
3; inglese; Domanda 689; A; B; C; D; 1
3; inglese; Domanda 690; A; B; C; D; 2
3; inglese; Domanda 691; A; B; C; D; 3
3; inglese; Domanda 692; A; B; C; D; 4
3; inglese; Domanda 693; A; B; C; D; 1
3; inglese; Domanda 694; A; B; C; D; 2
3; inglese; Domanda 695; A; B; C; D; 3
3; inglese; Domanda 696; A; B; C; D; 4
3; inglese; Domanda 697; A; B; C; D; 1
3; inglese; Domanda 698; A; B; C; D; 2
3; inglese; Domanda 699; A; B; C; D; 3
3; inglese; Domanda 700; A; B; C; D; 4
3; inglese; Domanda 701; A; B; C; D; 1
3; inglese; Domanda 702; A; B; C; D; 2
3; inglese; Domanda 703; A; B; C; D; 3
3; inglese; Domanda 704; A; B; C; D; 4
3; inglese; Domanda 705; A; B; C; D; 1
3; inglese; Domanda 706; A; B; C; D; 2
3; inglese; Domanda 707; A; B; C; D; 3
3; inglese; Domanda 708; A; B; C; D; 4
3; inglese; Domanda 709; A; B; C; D; 1
3; inglese; Domanda 710; A; B; C; D; 2
3; inglese; Domanda 711; A; B; C; D; 3
3; inglese; Domanda 712; A; B; C; D; 4
3; inglese; Domanda 713; A; B; C; D; 1
3; inglese; Domanda 714; A; B; C; D; 2
3; inglese; Domanda 715; A; B; C; D; 3
3; inglese; Domanda 716; A; B; C; D; 4
3; inglese; Domanda 717; A; B; C; D; 1
3; inglese; Domanda 718; A; B; C; D; 2
3; inglese; Domanda 719; A; B; C; D; 3
3; inglese; Domanda 720; A; B; C; D; 4
3; inglese; Domanda 721; A; B; C; D; 1
3; inglese; Domanda 722; A; B; C; D; 2
3; inglese; Domanda 723; A; B; C; D; 3
3; inglese; Domanda 724; A; B; C; D; 4
3; inglese; Domanda 725; A; B; C; D; 1
3; inglese; Domanda 726; A; B; C; D; 2
3; inglese; Domanda 727; A; B; C; D; 3
3; inglese; Domanda 728; A; B; C; D; 4
3; inglese; Domanda 729; A; B; C; D; 1
3; inglese; Domanda 730; A; B; C; D; 2
3; inglese; Domanda 731; A; B; C; D; 3
3; inglese; Domanda 732; A; B; C; D; 4
3; inglese; Domanda 733; A; B; C; D; 1
3; inglese; Domanda 734; A; B; C; D; 2
3; inglese; Domanda 735; A; B; C; D; 3
3; inglese; Domanda 736; A; B; C; D; 4
3; inglese; Domanda 737; A; B; C; D; 1
3; inglese; Domanda 738; A; B; C; D; 2
3; inglese; Domanda 739; A; B; C; D; 3
3; inglese; Domanda 740; A; B; C; D; 4
3; inglese; Domanda 741; A; B; C; D; 1
3; inglese; Domanda 742; A; B; C; D; 2
3; inglese; Domanda 743; A; B; C; D; 3
3; inglese; Domanda 744; A; B; C; D; 4
3; inglese; Domanda 745; A; B; C; D; 1
3; inglese; Domanda 746; A; B; C; D; 2
3; inglese; Domanda 747; A; B; C; D; 3
3; inglese; Domanda 748; A; B; C; D; 4
3; inglese; Domanda 749; A; B; C; D; 1
3; inglese; Domanda 750; A; B; C; D; 2
3; inglese; Domanda 751; A; B; C; D; 3
3; inglese; Domanda 752; A; B; C; D; 4
3; inglese; Domanda 753; A; B; C; D; 1
3; inglese; Domanda 754; A; B; C; D; 2
3; inglese; Domanda 755; A; B; C; D; 3
3; inglese; Domanda 756; A; B; C; D; 4
3; inglese; Domanda 757; A; B; C; D; 1
3; inglese; Domanda 758; A; B; C; D; 2
3; inglese; Domanda 759; A; B; C; D; 3
3; inglese; Domanda 760; A; B; C; D; 4
3; inglese; Domanda 761; A; B; C; D; 1
3; inglese; Domanda 762; A; B; C; D; 2
3; inglese; Domanda 763; A; B; C; D; 3
3; inglese; Domanda 764; A; B; C; D; 4
3; inglese; Domanda 765; A; B; C; D; 1
3; inglese; Domanda 766; A; B; C; D; 2
3; inglese; Domanda 767; A; B; C; D; 3
3; inglese; Domanda 768; A; B; C; D; 4
3; inglese; Domanda 769; A; B; C; D; 1
3; inglese; Domanda 770; A; B; C; D; 2
3; inglese; Domanda 771; A; B; C; D; 3
3; inglese; Domanda 772; A; B; C; D; 4
3; inglese; Domanda 773; A; B; C; D; 1
3; inglese; Domanda 774; A; B; C; D; 2
3; inglese; Domanda 775; A; B; C; D; 3
3; inglese; Domanda 776; A; B; C; D; 4
3; inglese; Domanda 777; A; B; C; D; 1
3; inglese; Domanda 778; A; B; C; D; 2
3; inglese; Domanda 779; A; B; C; D; 3
3; inglese; Domanda 780; A; B; C; D; 4
3; inglese; Domanda 781; A; B; C; D; 1
3; inglese; Domanda 782; A; B; C; D; 2
3; inglese; Domanda 783; A; B; C; D; 3
3; inglese; Domanda 784; A; B; C; D; 4
3; inglese; Domanda 785; A; B; C; D; 1
3; inglese; Domanda 786; A; B; C; D; 2
3; inglese; Domanda 787; A; B; C; D; 3
3; inglese; Domanda 788; A; B; C; D; 4
3; inglese; Domanda 789; A; B; C; D; 1
3; inglese; Domanda 790; A; B; C; D; 2
3; inglese; Domanda 791; A; B; C; D; 3
3; inglese; Domanda 792; A; B; C; D; 4
3; inglese; Domanda 793; A; B; C; D; 1
3; inglese; Domanda 794; A; B; C; D; 2
3; inglese; Domanda 795; A; B; C; D; 3
3; inglese; Domanda 796; A; B; C; D; 4
3; inglese; Domanda 797; A; B; C; D; 1
3; inglese; Domanda 798; A; B; C; D; 2
3; inglese; Domanda 799; A; B; C; D; 3
3; inglese; Domanda 800; A; B; C; D; 4
3; inglese; Domanda 801; A; B; C; D; 1
3; inglese; Domanda 802; A; B; C; D; 2
3; inglese; Domanda 803; A; B; C; D; 3
3; inglese; Domanda 804; A; B; C; D; 4
3; inglese; Domanda 805; A; B; C; D; 1
3; inglese; Domanda 806; A; B; C; D; 2
3; inglese; Domanda 807; A; B; C; D; 3
3; inglese; Domanda 808; A; B; C; D; 4
3; inglese; Domanda 809; A; B; C; D; 1
3; inglese; Domanda 810; A; B; C; D; 2
3; inglese; Domanda 811; A; B; C; D; 3
3; inglese; Domanda 812; A; B; C; D; 4
3; inglese; Domanda 813; A; B; C; D; 1
3; inglese; Domanda 814; A; B; C; D; 2
3; inglese; Domanda 815; A; B; C; D; 3
3; inglese; Domanda 816; A; B; C; D; 4
3; inglese; Domanda 817; A; B; C; D; 1
3; inglese; Domanda 818; A; B; C; D; 2
3; inglese; Domanda 819; A; B; C; D; 3
3; inglese; Domanda 820; A; B; C; D; 4
3; inglese; Domanda 821; A; B; C; D; 1
3; inglese; Domanda 822; A; B; C; D; 2
3; inglese; Domanda 823; A; B; C; D; 3
3; inglese; Domanda 824; A; B; C; D; 4
3; inglese; Domanda 825; A; B; C; D; 1
3; inglese; Domanda 826; A; B; C; D; 2
3; inglese; Domanda 827; A; B; C; D; 3
3; inglese; Domanda 828; A; B; C; D; 4
3; inglese; Domanda 829; A; B; C; D; 1
3; inglese; Domanda 830; A; B; C; D; 2
3; inglese; Domanda 831; A; B; C; D; 3
3; inglese; Domanda 832; A; B; C; D; 4
3; inglese; Domanda 833; A; B; C; D; 1
3; inglese; Domanda 834; A; B; C; D; 2
3; inglese; Domanda 835; A; B; C; D; 3
3; inglese; Domanda 836; A; B; C; D; 4
3; inglese; Domanda 837; A; B; C; D; 1
3; inglese; Domanda 838; A; B; C; D; 2
3; inglese; Domanda 839; A; B; C; D; 3
3; inglese; Domanda 840; A; B; C; D; 4
3; inglese; Domanda 841; A; B; C; D; 1
3; inglese; Domanda 842; A; B; C; D; 2
3; inglese; Domanda 843; A; B; C; D; 3
3; inglese; Domanda 844; A; B; C; D; 4
3; inglese; Domanda 845; A; B; C; D; 1
3; inglese; Domanda 846; A; B; C; D; 2
3; inglese; Domanda 847; A; B; C; D; 3
3; inglese; Domanda 848; A; B; C; D; 4
3; inglese; Domanda 849; A; B; C; D; 1
3; inglese; Domanda 850; A; B; C; D; 2
3; inglese; Domanda 851; A; B; C; D; 3
3; inglese; Domanda 852; A; B; C; D; 4
3; inglese; Domanda 853; A; B; C; D; 1
3; inglese; Domanda 854; A; B; C; D; 2
3; inglese; Domanda 855; A; B; C; D; 3
3; inglese; Domanda 856; A; B; C; D; 4
3; inglese; Domanda 857; A; B; C; D; 1
3; inglese; Domanda 858; A; B; C; D; 2
3; inglese; Domanda 859; A; B; C; D; 3
3; inglese; Domanda 860; A; B; C; D; 4
3; inglese; Domanda 861; A; B; C; D; 1
3; inglese; Domanda 862; A; B; C; D; 2
3; inglese; Domanda 863; A; B; C; D; 3
3; inglese; Domanda 864; A; B; C; D; 4
3; inglese; Domanda 865; A; B; C; D; 1
3; inglese; Domanda 866; A; B; C; D; 2
3; inglese; Domanda 867; A; B; C; D; 3
3; inglese; Domanda 868; A; B; C; D; 4
3; inglese; Domanda 869; A; B; C; D; 1
3; inglese; Domanda 870; A; B; C; D; 2
3; inglese; Domanda 871; A; B; C; D; 3
3; inglese; Domanda 872; A; B; C; D; 4
3; inglese; Domanda 873; A; B; C; D; 1
3; inglese; Domanda 874; A; B; C; D; 2
3; inglese; Domanda 875; A; B; C; D; 3
3; inglese; Domanda 876; A; B; C; D; 4
3; inglese; Domanda 877; A; B; C; D; 1
3; inglese; Domanda 878; A; B; C; D; 2
3; inglese; Domanda 879; A; B; C; D; 3
3; inglese; Domanda 880; A; B; C; D; 4
3; inglese; Domanda 881; A; B; C; D; 1
3; inglese; Domanda 882; A; B; C; D; 2
3; inglese; Domanda 883; A; B; C; D; 3
3; inglese; Domanda 884; A; B; C; D; 4
3; inglese; Domanda 885; A; B; C; D; 1
3; inglese; Domanda 886; A; B; C; D; 2
3; inglese; Domanda 887; A; B; C; D; 3
3; inglese; Domanda 888; A; B; C; D; 4
3; inglese; Domanda 889; A; B; C; D; 1
3; inglese; Domanda 890; A; B; C; D; 2
3; inglese; Domanda 891; A; B; C; D; 3
3; inglese; Domanda 892; A; B; C; D; 4
3; inglese; Domanda 893; A; B; C; D; 1
3; inglese; Domanda 894; A; B; C; D; 2
3; inglese; Domanda 895; A; B; C; D; 3
3; inglese; Domanda 896; A; B; C; D; 4
3; inglese; Domanda 897; A; B; C; D; 1
3; inglese; Domanda 898; A; B; C; D; 2
3; inglese; Domanda 899; A; B; C; D; 3
3; inglese; Domanda 900; A; B; C; D; 4
3; inglese; Domanda 901; A; B; C; D; 1
3; inglese; Domanda 902; A; B; C; D; 2
3; inglese; Domanda 903; A; B; C; D; 3
3; inglese; Domanda 904; A; B; C; D; 4
3; inglese; Domanda 905; A; B; C; D; 1
3; inglese; Domanda 906; A; B; C; D; 2
3; inglese; Domanda 907; A; B; C; D; 3
3; inglese; Domanda 908; A; B; C; D; 4
3; inglese; Domanda 909; A; B; C; D; 1
3; inglese; Domanda 910; A; B; C; D; 2
3; inglese; Domanda 911; A; B; C; D; 3
3; inglese; Domanda 912; A; B; C; D; 4
3; inglese; Domanda 913; A; B; C; D; 1
3; inglese; Domanda 914; A; B; C; D; 2
3; inglese; Domanda 915; A; B; C; D; 3
3; inglese; Domanda 916; A; B; C; D; 4
3; inglese; Domanda 917; A; B; C; D; 1
3; inglese; Domanda 918; A; B; C; D; 2
3; inglese; Domanda 919; A; B; C; D; 3
3; inglese; Domanda 920; A; B; C; D; 4
3; inglese; Domanda 921; A; B; C; D; 1
3; inglese; Domanda 922; A; B; C; D; 2
3; inglese; Domanda 923; A; B; C; D; 3
3; inglese; Domanda 924; A; B; C; D; 4
3; inglese; Domanda 925; A; B; C; D; 1
3; inglese; Domanda 926; A; B; C; D; 2
3; inglese; Domanda 927; A; B; C; D; 3
3; inglese; Domanda 928; A; B; C; D; 4
3; inglese; Domanda 929; A; B; C; D; 1
3; inglese; Domanda 930; A; B; C; D; 2
3; inglese; Domanda 931; A; B; C; D; 3
3; inglese; Domanda 932; A; B; C; D; 4
3; inglese; Domanda 933; A; B; C; D; 1
3; inglese; Domanda 934; A; B; C; D; 2
3; inglese; Domanda 935; A; B; C; D; 3
3; inglese; Domanda 936; A; B; C; D; 4
3; inglese; Domanda 937; A; B; C; D; 1
3; inglese; Domanda 938; A; B; C; D; 2
3; inglese; Domanda 939; A; B; C; D; 3
3; inglese; Domanda 940; A; B; C; D; 4
3; inglese; Domanda 941; A; B; C; D; 1
3; inglese; Domanda 942; A; B; C; D; 2
3; inglese; Domanda 943; A; B; C; D; 3
3; inglese; Domanda 944; A; B; C; D; 4
3; inglese; Domanda 945; A; B; C; D; 1
3; inglese; Domanda 946; A; B; C; D; 2
3; inglese; Domanda 947; A; B; C; D; 3
3; inglese; Domanda 948; A; B; C; D; 4
3; inglese; Domanda 949; A; B; C; D; 1
3; inglese; Domanda 950; A; B; C; D; 2
3; inglese; Domanda 951; A; B; C; D; 3
3; inglese; Domanda 952; A; B; C; D; 4
3; inglese; Domanda 953; A; B; C; D; 1
3; inglese; Domanda 954; A; B; C; D; 2
3; inglese; Domanda 955; A; B; C; D; 3
3; inglese; Domanda 956; A; B; C; D; 4
3; inglese; Domanda 957; A; B; C; D; 1
3; inglese; Domanda 958; A; B; C; D; 2
3; inglese; Domanda 959; A; B; C; D; 3
3; inglese; Domanda 960; A; B; C; D; 4
3; inglese; Domanda 961; A; B; C; D; 1
3; inglese; Domanda 962; A; B; C; D; 2
3; inglese; Domanda 963; A; B; C; D; 3
3; inglese; Domanda 964; A; B; C; D; 4
3; inglese; Domanda 965; A; B; C; D; 1
3; inglese; Domanda 966; A; B; C; D; 2
3; inglese; Domanda 967; A; B; C; D; 3
3; inglese; Domanda 968; A; B; C; D; 4
3; inglese; Domanda 969; A; B; C; D; 1
3; inglese; Domanda 970; A; B; C; D; 2
3; inglese; Domanda 971; A; B; C; D; 3
3; inglese; Domanda 972; A; B; C; D; 4
3; inglese; Domanda 973; A; B; C; D; 1
3; inglese; Domanda 974; A; B; C; D; 2
3; inglese; Domanda 975; A; B; C; D; 3
3; inglese; Domanda 976; A; B; C; D; 4
3; inglese; Domanda 977; A; B; C; D; 1
3; inglese; Domanda 978; A; B; C; D; 2
3; inglese; Domanda 979; A; B; C; D; 3
3; inglese; Domanda 980; A; B; C; D; 4
3; inglese; Domanda 981; A; B; C; D; 1
3; inglese; Domanda 982; A; B; C; D; 2
3; inglese; Domanda 983; A; B; C; D; 3
3; inglese; Domanda 984; A; B; C; D; 4
3; inglese; Domanda 985; A; B; C; D; 1
3; inglese; Domanda 986; A; B; C; D; 2
3; inglese; Domanda 987; A; B; C; D; 3
3; inglese; Domanda 988; A; B; C; D; 4
3; inglese; Domanda 989; A; B; C; D; 1
3; inglese; Domanda 990; A; B; C; D; 2
3; inglese; Domanda 991; A; B; C; D; 3
3; inglese; Domanda 992; A; B; C; D; 4
3; inglese; Domanda 993; A; B; C; D; 1
3; inglese; Domanda 994; A; B; C; D; 2
3; inglese; Domanda 995; A; B; C; D; 3
3; inglese; Domanda 996; A; B; C; D; 4
3; inglese; Domanda 997; A; B; C; D; 1
3; inglese; Domanda 998; A; B; C; D; 2
3; inglese; Domanda 999; A; B; C; D; 3
3; inglese; Domanda 1000; A; B; C; D; 4
1; matematica; Domanda 1; A; B; C; D; [1, 3]
1; matematica; Domanda 2; A; B; C; D; [2, 4]
1; matematica; Domanda 3; A; B; C; D; [3, 1]
1; matematica; Domanda 4; A; B; C; D; [4, 2]
1; matematica; Domanda 5; A; B; C; D; [1, 3]
1; matematica; Domanda 6; A; B; C; D; [2, 4]
1; matematica; Domanda 7; A; B; C; D; [3, 1]
1; matematica; Domanda 8; A; B; C; D; [4, 2]
1; matematica; Domanda 9; A; B; C; D; [1, 3]
1; matematica; Domanda 10; A; B; C; D; [2, 4]
1; matematica; Domanda 11; A; B; C; D; [3, 1]
1; matematica; Domanda 12; A; B; C; D; [4, 2]
1; matematica; Domanda 13; A; B; C; D; [1, 3]
1; matematica; Domanda 14; A; B; C; D; [2, 4]
1; matematica; Domanda 15; A; B; C; D; [3, 1]
1; matematica; Domanda 16; A; B; C; D; [4, 2]
1; matematica; Domanda 17; A; B; C; D; [1, 3]
1; matematica; Domanda 18; A; B; C; D; [2, 4]
1; matematica; Domanda 19; A; B; C; D; [3, 1]
1; matematica; Domanda 20; A; B; C; D; [4, 2]
1; matematica; Domanda 21; A; B; C; D; [1, 3]
1; matematica; Domanda 22; A; B; C; D; [2, 4]
1; matematica; Domanda 23; A; B; C; D; [3, 1]
1; matematica; Domanda 24; A; B; C; D; [4, 2]
1; matematica; Domanda 25; A; B; C; D; [1, 3]
1; matematica; Domanda 26; A; B; C; D; [2, 4]
1; matematica; Domanda 27; A; B; C; D; [3, 1]
1; matematica; Domanda 28; A; B; C; D; [4, 2]
1; matematica; Domanda 29; A; B; C; D; [1, 3]
1; matematica; Domanda 30; A; B; C; D; [2, 4]
1; matematica; Domanda 31; A; B; C; D; [3, 1]
1; matematica; Domanda 32; A; B; C; D; [4, 2]
1; matematica; Domanda 33; A; B; C; D; [1, 3]
1; matematica; Domanda 34; A; B; C; D; [2, 4]
1; matematica; Domanda 35; A; B; C; D; [3, 1]
1; matematica; Domanda 36; A; B; C; D; [4, 2]
1; matematica; Domanda 37; A; B; C; D; [1, 3]
1; matematica; Domanda 38; A; B; C; D; [2, 4]
1; matematica; Domanda 39; A; B; C; D; [3, 1]
1; matematica; Domanda 40; A; B; C; D; [4, 2]
1; matematica; Domanda 41; A; B; C; D; [1, 3]
1; matematica; Domanda 42; A; B; C; D; [2, 4]
1; matematica; Domanda 43; A; B; C; D; [3, 1]
1; matematica; Domanda 44; A; B; C; D; [4, 2]
1; matematica; Domanda 45; A; B; C; D; [1, 3]
1; matematica; Domanda 46; A; B; C; D; [2, 4]
1; matematica; Domanda 47; A; B; C; D; [3, 1]
1; matematica; Domanda 48; A; B; C; D; [4, 2]
1; matematica; Domanda 49; A; B; C; D; [1, 3]
1; matematica; Domanda 50; A; B; C; D; [2, 4]
1; matematica; Domanda 51; A; B; C; D; [3, 1]
1; matematica; Domanda 52; A; B; C; D; [4, 2]
1; matematica; Domanda 53; A; B; C; D; [1, 3]
1; matematica; Domanda 54; A; B; C; D; [2, 4]
1; matematica; Domanda 55; A; B; C; D; [3, 1]
1; matematica; Domanda 56; A; B; C; D; [4, 2]
1; matematica; Domanda 57; A; B; C; D; [1, 3]
1; matematica; Domanda 58; A; B; C; D; [2, 4]
1; matematica; Domanda 59; A; B; C; D; [3, 1]
1; matematica; Domanda 60; A; B; C; D; [4, 2]
1; matematica; Domanda 61; A; B; C; D; [1, 3]
1; matematica; Domanda 62; A; B; C; D; [2, 4]
1; matematica; Domanda 63; A; B; C; D; [3, 1]
1; matematica; Domanda 64; A; B; C; D; [4, 2]
1; matematica; Domanda 65; A; B; C; D; [1, 3]
1; matematica; Domanda 66; A; B; C; D; [2, 4]
1; matematica; Domanda 67; A; B; C; D; [3, 1]
1; matematica; Domanda 68; A; B; C; D; [4, 2]
1; matematica; Domanda 69; A; B; C; D; [1, 3]
1; matematica; Domanda 70; A; B; C; D; [2, 4]
1; matematica; Domanda 71; A; B; C; D; [3, 1]
1; matematica; Domanda 72; A; B; C; D; [4, 2]
1; matematica; Domanda 73; A; B; C; D; [1, 3]
1; matematica; Domanda 74; A; B; C; D; [2, 4]
1; matematica; Domanda 75; A; B; C; D; [3, 1]
1; matematica; Domanda 76; A; B; C; D; [4, 2]
1; matematica; Domanda 77; A; B; C; D; [1, 3]
1; matematica; Domanda 78; A; B; C; D; [2, 4]
1; matematica; Domanda 79; A; B; C; D; [3, 1]
1; matematica; Domanda 80; A; B; C; D; [4, 2]
1; matematica; Domanda 81; A; B; C; D; [1, 3]
1; matematica; Domanda 82; A; B; C; D; [2, 4]
1; matematica; Domanda 83; A; B; C; D; [3, 1]
1; matematica; Domanda 84; A; B; C; D; [4, 2]
1; matematica; Domanda 85; A; B; C; D; [1, 3]
1; matematica; Domanda 86; A; B; C; D; [2, 4]
1; matematica; Domanda 87; A; B; C; D; [3, 1]
1; matematica; Domanda 88; A; B; C; D; [4, 2]
1; matematica; Domanda 89; A; B; C; D; [1, 3]
1; matematica; Domanda 90; A; B; C; D; [2, 4]
1; matematica; Domanda 91; A; B; C; D; [3, 1]
1; matematica; Domanda 92; A; B; C; D; [4, 2]
1; matematica; Domanda 93; A; B; C; D; [1, 3]
1; matematica; Domanda 94; A; B; C; D; [2, 4]
1; matematica; Domanda 95; A; B; C; D; [3, 1]
1; matematica; Domanda 96; A; B; C; D; [4, 2]
1; matematica; Domanda 97; A; B; C; D; [1, 3]
1; matematica; Domanda 98; A; B; C; D; [2, 4]
1; matematica; Domanda 99; A; B; C; D; [3, 1]
1; matematica; Domanda 100; A; B; C; D; [4, 2]
1; matematica; Domanda 101; A; B; C; D; [1, 3]
1; matematica; Domanda 102; A; B; C; D; [2, 4]
1; matematica; Domanda 103; A; B; C; D; [3, 1]
1; matematica; Domanda 104; A; B; C; D; [4, 2]
1; matematica; Domanda 105; A; B; C; D; [1, 3]
1; matematica; Domanda 106; A; B; C; D; [2, 4]
1; matematica; Domanda 107; A; B; C; D; [3, 1]
1; matematica; Domanda 108; A; B; C; D; [4, 2]
1; matematica; Domanda 109; A; B; C; D; [1, 3]
1; matematica; Domanda 110; A; B; C; D; [2, 4]
1; matematica; Domanda 111; A; B; C; D; [3, 1]
1; matematica; Domanda 112; A; B; C; D; [4, 2]
1; matematica; Domanda 113; A; B; C; D; [1, 3]
1; matematica; Domanda 114; A; B; C; D; [2, 4]
1; matematica; Domanda 115; A; B; C; D; [3, 1]
1; matematica; Domanda 116; A; B; C; D; [4, 2]
1; matematica; Domanda 117; A; B; C; D; [1, 3]
1; matematica; Domanda 118; A; B; C; D; [2, 4]
1; matematica; Domanda 119; A; B; C; D; [3, 1]
1; matematica; Domanda 120; A; B; C; D; [4, 2]
1; matematica; Domanda 121; A; B; C; D; [1, 3]
1; matematica; Domanda 122; A; B; C; D; [2, 4]
1; matematica; Domanda 123; A; B; C; D; [3, 1]
1; matematica; Domanda 124; A; B; C; D; [4, 2]
1; matematica; Domanda 125; A; B; C; D; [1, 3]
1; matematica; Domanda 126; A; B; C; D; [2, 4]
1; matematica; Domanda 127; A; B; C; D; [3, 1]
1; matematica; Domanda 128; A; B; C; D; [4, 2]
1; matematica; Domanda 129; A; B; C; D; [1, 3]
1; matematica; Domanda 130; A; B; C; D; [2, 4]
1; matematica; Domanda 131; A; B; C; D; [3, 1]
1; matematica; Domanda 132; A; B; C; D; [4, 2]
1; matematica; Domanda 133; A; B; C; D; [1, 3]
1; matematica; Domanda 134; A; B; C; D; [2, 4]
1; matematica; Domanda 135; A; B; C; D; [3, 1]
1; matematica; Domanda 136; A; B; C; D; [4, 2]
1; matematica; Domanda 137; A; B; C; D; [1, 3]
